
;Start
1,[[OtherWeaponsType]]

;NoDescription
1,siangham
1,kama
1,pair of nunchaku
1,pair of sai
1,latajang
5,sap
5,net

;OtherWeaponsType
10,[[Tables.Weapons.Swords.Quality]] pair of [[Tables.Utility.Utility.MetalWeapon]] gauntlets.
2,[[Tables.Weapons.Swords.Quality]] pair of [[Tables.Utility.Utility.MetalWeapon]] spiked gauntlets
8,[[MonkWeapons]].
7,[[Tables.Weapons.Swords.Quality]] net.
3,[[Tables.Weapons.Swords.Quality]] sap made of [[Tables.Utility.Utility.LeatherHide]].
3,A bag of caltrops. The bag is made of [[BagMaterial]] and the caltrops are made of [[Tables.Utility.Utility.MetalWeapon]].

;BagMaterial
1,[[Tables.Utility.Utility.LeatherHide]]
1,[[Tables.Utility.Utility.Fur]] fur
12,[[Tables.Utility.Color.dark]] cloth
2,heavy [[Tables.Utility.Color.dark]] canvas

;MonkWeapons
1-5,[[Tables.Weapons.Swords.Quality]] siangham
6-10,[[Tables.Weapons.Swords.Quality]] kama with a head made of [[Tables.Utility.Utility.MetalWeapon]] and a haft of [[Tables.Utility.Utility.WoodWeapon]]
11-16,[[Tables.Weapons.Swords.Quality]] pair of nunchaku made of [[Tables.Utility.Utility.WoodWeapon]] with a chain of [[Tables.Utility.Utility.MetalWeapon]]
17-21,[[Tables.Weapons.Swords.Quality]] sai made of [[Tables.Utility.Utility.MetalWeapon]]
22-25,[[Tables.Weapons.Swords.Quality]] [[Tables.Utility.Dice.2d6]]-pointed shuriken made of [[Tables.Utility.Utility.MetalWeapon]]
26-29,[[Tables.Weapons.Swords.Quality]] latajang made of [[Tables.Utility.Utility.WoodWeapon]] with [[Tables.Utility.Utility.MetalWeapon]] blades at each end.


